id,username,content,sentiment
1663679904062521346,Brianjnolin1,@WhiteHouse So. Now I Will Make Advice For NATO In The Russia Ukraine War. Assisting Ukraine. Of Actions To Make Against Russia's Military. See.,neutral
1663678827917189127,DavidAFoot,"Ukraine Invasion: Update for today from the Independent covering a small attacks on Moscow and large terrorist attack on cvilians in Kyiv + other actions today
Russia-Ukraine war – live: Putin responds after Moscow hit with drone attack  via @yahooNewsUK",neutral
1663678769607979009,Anna72015377,Poland have experience after World War II and don’t trust anyone 🤷🏻‍♀️they not stupid they got experience with EU diplomacy and NATO tricks and how to deal with Russia diplomatically; good luck.. with trying to make them pro EU lol even Russian Ukraine war did not convinced them,neutral
1663474108061962240,notesfrompoland,"The US and EU have expressed concern over Poland's new commission to investigate Russian influence, which can ban individuals from public office.

The US says it could be ""misused to interfere with elections"" by ""blocking opposition politicians' candidacy"" ",negative
1663677888980455424,jacksonhinklle,"The groups funded by Singham have publicly attacked me, @InfraHaz, and many of our allies over the past year due to our conflicting positions on cultural issues, COVID, Russia-Ukraine war, US patriotism, Trump &amp; more.

They are also all front groups for @pslnational ",negative
1663677359638052864,sargos66,"Drone strikes in capital bring Ukraine war to Russia (Welcome to the ""Special Capital Operation"" ... in  Moscow)

",neutral
1663676828035473408,AfiFlysky,"@OSO_Arash @ZelenskyyUa #Russia is our common enemy, #Iran 's Islamic regime is Russia's servant and puppet

#KingRezaPahlavi 
#Ukraine 
#UkraineWar",negative
1663675892483362816,AfiFlysky,"@OSO_Arash @ZelenskyyUa We must start a wave against Russia 🇷🇺 putin

#UkraineWar",neutral
1663675547644223489,pmcall,"Is the Ukraine War Spreading into Russia?  Ray McGovern, fmr CIA  via @YouTube",neutral
1663675094579781632,PabloMaraviOf,@MarioNawfal Russia-Ukraine war live: morning explosions in Kyiv after Ukraine claims to have downed 37 missiles overnight – as it happened',negative
1663674947858837504,beverley_kyle,"My favorite part of tye Russian soldier

#UkraineWar #Ukraine #RussiaisATerroistState #Russia #Crimea #StandWithUkraine",neutral
1663673417843761153,AboutUkrainewar,"Ukrainian woman trying to reach godson detained in Russia and deported to Belarus

Olga Guruli was heading to occupied Kherson province to arrange repatriation of boy and his brother
#UkraineWar",negative
1663672464411623425,noregerdts,"To end the Russia Ukraine war. Two boxers. Both 135 lbs. 
VASILIY LOMACHENKO 🇺🇦
VS
PETR YAN 🇷🇺

WINNER OWNS UKRAINE
#russia #ukraine #petryan #vasiliylomachenko ",neutral
1663671375750647808,PeterJ24805519,"@SenWarren The food we produce on our farm has gone up in price due to increases in fuel, fertilizers, seeds, herbicides, pesticides, wages.  For example fertilizers have nearly doubled in price because of the Ukraine war. Russia is a major fertilizer manufacturer.  Negotiate peace",negative
1663669904887750656,JLongkingdomCC,"@JDCocchiarella Why would you be proud of a traitor? He is one of  the lowlifes who caused the Russia Ukraine war which could turn into WW3! You look fairly young, maybe you will change your mind when you get drafted to die in another country because of his lies, deceit and political agenda.",negative
1663669025048592389,RyanHigginsUS,"Was the #Ukraine war completely avoidable? Yes. Was the US implicit in the pursuit by the west to ensure a war happened? Of course. Is Russia innocent? Of course not. Is Ukraine innocent? Absolutely not. Is Ukraine under Zelenskyy a free democracy? Not even close. Is Ukraine amongst the most corrupt nations on earth? Yes, in fact it is. This is a complicated war & blood is on the hands of so many more than just Putin, including Joe Biden.",negative
1663665941073342464,TheBlogLord83,Large-Scale Drone Attack Hits Moscow For First Time In Ukraine War | Russia Ukraine War Updates ,negative
1663665933850664966,CryptoPunk4052,"@MarioNawfal @HindlesKitchen I’ve pretty much come 180 on the Russia Ukraine war. A year ago I was adamantly pro peace, pro negotiating with Putin, but it’s clear Russia was way overestimated in terms of their capacity to win a war. In favor of keeping pressure on Russia now, regardless of the cost.",neutral
1663665295326674948,colone1flanders,"Russian fascism and all who support Russia should burn in hell.

Evil.

#UkraineRussiaWar #ukrainecounteroffensive #UkraineWar #Succession",negative
1663654164113633281,Oksii33,"This how some Ukrainian kids meet their fathers💔
“Heroes don't die” ",negative
1663664725094436865,truplapng,"Analysis: Drone strikes in capital bring Ukraine war to Russia - CNN: But this time, the shattered glass and concrete is in the Russian capital, not Kyiv. Russia's war on Ukraine, it seems, has come home to Moscow.  ",negative
1663664689904074754,Aurora_Zana,"@boscanuck94 @rolandgarros Well, Russia-Ukraine war happened meanwhile. 
Keep crying  😃",negative
1663663904340443137,DefensePolitics,"If you trust my judgement in the Ukraine War and the geopolitics surrounds Russia - but not my judgement about China's geopolitical issues.... 

Then you should question everything I say about Ukraine War. 

Thats just only fair.",negative
1663662912806744065,UngaTheGreat,"Lindsey Graham Is a ‘Soulless Warmonger’: PBD Podcast on Lindsey Graham's Russia-Ukraine War 'Best Money Spent' Comments

“Lindsey Graham, like, to say something like that but to say… It's the best money we spent… that's a soulless warmonger…”

@VincentOshana, @PBDsPodcast, @LindseyGrahamSC",negative
1663661940827119617,zareefzareef,"#The moment of destruction #Ukraine's #airport and missiles #Storm Shadow #video #exclusive #Russia_Ukraine_War #Urgent Finally #Putin gets angry and responds to #NATO forcefully..
",negative
1663660951835488257,rblumel,"#Russian #False #Flag 
Moscow targeted by ‘30 drones’ as Ukraine war reaches Russia’s capital  ",negative
1663660864187281409,ArthurSimpkins,"Ukraine War: Russia threatens 'harshest possible' response for Moscow drone attack

 via @YouTube",negative
1663659969345110016,ManuelTwiteo,UKRAINE WAR REACHES MOSCOW: At least eight drones targeted Moscow early Tuesday. It is the first attack to hit civilian areas in the Russian capital and a potent sign that the war is increasingly reaching the heart of Russia. At least one Russian dead. ,negative
1663659164080680961,RichardHanania,"Russian spending on the Ukraine war in the context of other conflicts. The USSR spent 61% of GDP on World War II. The US spent 4.2% on Korea.

Russia is spending 3% on Ukraine, just above the US in Vietnam (2.3%).  ",neutral
1663658816209313793,onsaledrones,Analysis: Drone strikes in capital bring Ukraine war to Russia - CNN ,negative
1663657783332306946,KathyEPearson,WhatsApp story top of the news on ITV. BBC leading with Russia/Ukraine war- Glad I switched over.,neutral
1663656695669686280,Yzhadenough,Ukraine war latest: Russia says Ukraine has attacked Moscow with drones; Kyiv 'knows where Putin is in real-time' ,neutral
1663656353607426050,zg4ever,Russia-Ukraine War: Live Updates: Drone Strikes Damage Buildings in Moscow as Kyiv Is Hit Again - The New York Times  via @GoogleNews,negative
1663655762646937600,theblazetrends,"One dead, four injured after Russian attacks in Ukraine

#attacks #dead #injured #russia #russian #Ukraine #war
",negative
1663655627283918848,JFulleman,@stillgray You risk going to jail in Russia if you criticize the Ukraine war.,negative
1663653989282398209,dimitrilascaris,"@profamirattaran Again, you’re stunningly uninformed. I’ve answered all those questions repeatedly and publicly. No one has paid me one penny to go to Russia, to do interviews on RT, or to write or speak about the Ukraine war, and I bore all my travels expense myself. You’re grasping at straws.",negative
1663653959305666560,DanielBrobecker,"#Ukraine #UkraineWar #UkraineUnderAttack #Putin #Russia #LindseyGraham #Republicans #GOP
Lindsey Graham: “I want to end the war in Ukraine by defeating Putin”",neutral
1663642200800935943,apmassaro3,“I want to end the war in Ukraine by defeating Putin” @LindseyGrahamSC ,neutral
1663653759812276225,FletcherRussia,"""The future of the Black Sea regional security will very much depend on the outcome of the Russia-Ukraine war, and the timing of the war’s end will also be a significant factor.""

Read @FletcherSchool Visiting Scholar @VolodymDubovyk's analysis.

 ",neutral
1663653242549534721,warinukraineua,"Donetsk region, 🇺🇦 Ukrainian FPV drone attacks 🇷🇺 Russian ""lair"" and its inhabitants flee after being hit  🫢

#Drone #FPV #Kamikaze #Donetsk #Luhansk #Ukraine #Russia #UkraineWar #Kyiv #Russia #Kremlin #Moscow #UkraineRussiaWar #RussianUkraineWar ",negative
1663652392473178113,lilian37458552,"Former Pentagon adviser Douglas McGregor: ""Bakhmut was perhaps the most successful trap ever devised in military history. The Russians were able to turn Bakhmut into a graveyard for the Ukrainian army.
#UkraineWar  #Bakhmut  #Russia ",neutral
1663652075450912770,WallyBackpack,@buffalobig12 @WBEN I find it odd that the Ukraine war is all over the news but not a peep when Russia took back Georgia years ago.,negative
1663651586445393924,KabalexChild,"Russia massively attacked Kyiv with ""Shaheds"", ""attack"" of drones in Moscow: chronology of 461 days of the war ---#war #UkraineWar 
",negative
1663651502353952768,edmecka,"12ft | Drone attacks hit Moscow, stirring fury at the Kremlin | Russia-Ukraine war News | Al Jazeera 

 

#Keeping_America_Informed",neutral
1663651086455177217,theblazetrends,"War in Ukraine: Russia hit in the heart by a drone attack

#attack #drone #heart #hit #russia #Ukraine #war
",negative
1663650233161596933,NationalIndNews,#BREAKING #UkraineWar #Russia USA will announce new package of sanctions against Russia on wednesday - Antony Blinken,neutral
1663650049748791296,fionakennyantiq,"@FoodProfessor Beef prices usually are somewhat more expensive every summer due to demand. 
This may have more to do with farmers having to consider the prices of feed which have been affected by Russia-Ukraine war. They end up slaughtering the beef because the much greater costs.",negative
1663649990726541315,baca_muzaffer,#Ukraine war comes to #Moscow as #drones strike both capitals #Russia #Putin #Kyiv  ,negative
1663649746483912709,japantimes,"With fertilizer prices soaring due to the weak yen and the Russia-Ukraine war, compost made from livestock waste is being re-evaluated in parts of Japan. ",neutral
1663649109264289792,EUFreeCitizen,"#UkraineWar #Ukraine #Russia
🇪🇺 ‘Bye, bye birdie’: #EU bids farewell to #Twitter as company pulls out of code to fight disinformation.
Vera #Jourova, the European Commission’s Vice-President for Values and Transparency, bashed Twitter’s latest decision to leave the EU’s anti-disinformation code as “irresponsible” at a time when Russia’s disinformation is extremely dangerous ",negative
1663649001982291973,Mariusz_w36,"Отже, війна! [анімація] 🇺🇦#Ukraine

#Ukrainian #StandWithUkraine #UkrainianArmy #Ukrainewar #Freedom #Russie #Moscow #GloryToUkraine #StopTheWar #NoWar #Putin #Zelensky #Russia ",neutral
1663648733446250496,newsinvidsin,"News18 India: Russia Ukraine War: अमेरिका का अलास्का बनेगा ‘बख़मूत’? | Zelenskyy | America | Joe Biden | News18

 

#NewsInVids #NewsInVidsIn #NewsInVidsIndia #NewsVideos #NewsInVideos",neutral
1663648642832515073,AlexanderRusero,"1. by openly meddling in Zimbabwe's electoral affairs, the US is fast pretending ti be more Catholic than the Pope. Imagine Zimbabwe embassy in Washington encouraging Russia ti be reliant on the Russo-Ukraine War",negative
1663647711784992769,EUFreeCitizen,"#UkraineWar #Ukraine #Russia
🌐 #Putin today ",neutral
1663646532116316162,StuLaufe,"Analysis: Drone strikes in capital bring Ukraine war to Russia

",negative
1663646258404139015,Silver_1_Spirit,"They'd disshovel Putin if the hit St Petersburg.. he still is resentful of the German for bombing it as a child..
Analysis: Drone strikes in capital bring Ukraine war to Russia

",negative
1663646222274494471,EUFreeCitizen,"#UkraineWar #Ukraine #Russia
🇲🇿 #Lavrov arrived in the capital of #Mozambique, #Maputo, as part of an African tour. “Sergey Lavrov arrived in Mozambique. The third country in a day,” — Zakharova, 
Director of the Information and Press Department of the Ministry of Foreign Affairs of the Russian Federation, said and published footage of the meeting of the Foreign Minister at the airport. As part of the third African tour of the year, the head of the Russian Foreign Ministry has already visited #Kenya and #Burundi",neutral
1663646179446476800,nanana365media,"🔴 RUSSIA 🇷🇺| #UkraineWar: The #Russian MoD has released its daily military report for May 30. We learn that #Ukraine 🇺🇦 lost in 24 hours, about 440 soldiers, a stock of ammunition, a #HARM anti-radar missile, 7 #HIMARS rockets, 1 AN-TRQ-50 🇺🇲 radar and 8 drones. #RussianArmy ",negative
1663645751577128962,KawajaJoe,"Not much concern is expressed in the West of the war expanding to inside Russia. If anyone thinks this will end well for Europe, are in dream land. Another mobilization drive is coming for Russian troops. #WW3 #Europe #russia #nato #UkraineRussianWar #ukraine #war",negative
1663645483053580294,slee1150,"Read ""Moscow targeted by ‘30 drones’ as Ukraine war reaches Russia’s capital' on SmartNews: ",negative
1663645018324606978,SyedaShabanaAsh,Ukraine war latest: Russia says Ukraine has attacked Moscow with drones; Kyiv 'knows where Putin is in real-time' | World News | Sky News ,neutral
1663644859507388417,SyedaShabanaAsh,Ukraine war latest: Russia says Ukraine has attacked Moscow with drones; Kyiv 'knows where Putin is in real-time' ,neutral
1663644636215214083,W_Kczuk,Ukraine war: Russia accuses Kyiv of drone strikes on Moscow  via @YouTube,negative
1663644023632850946,antonellaautero,"Più #rinnovabili - E l’ #industria del futuro punta sull’#idrogeno 
RT @GradedSpa 

#energy #EnergyTransition #industry #hydrogen #GreenHydrogen #RenewableEnergy #Sustainability #Europe #Russia #Ukraine #UkraineWar",neutral
1663643776311599104,GradedSpa,"Più #rinnovabili - E l’ #industria del futuro punta sull’#idrogeno

#energy #EnergyTransition #industry #hydrogen #GreenHydrogen #RenewableEnergy #Sustainability #Europe #Russia #Ukraine #UkraineWar 

",neutral
1663643911561068549,alert_ukraine,"🇪🇸Spanish 
🇷🇸Serbian  
🏳Russian 

Please share our recap with all of your friends and colleagues

#Ukraine #Russia #News #War #Moscow #Kyiv #China #UkraineWar #UkraineRussianWar

2/2",neutral
1663643909312983042,alert_ukraine,"🔴DAILY REPORT WITH KEY NEWS🔴

Available on Medium:

🇬🇧English 
🇺🇦Ukrainian 
🇩🇪German 
🇫🇷French 

#Ukraine #Russia #News #War #Moscow #Kyiv #China #UkraineWar #UkraineRussianWar 

1/2",neutral
1663643860965228544,seangraf,"America Must Investigate How We So Overestimated Russia’s Military  via @YouTube 

#UkraineWar #Zelensky @ZelenskyyUa",neutral
1663643721752096768,EUFreeCitizen,"#UkraineWar #Ukraine #Russia
🌐 ”The Russian Federation is preparing a powerful attack with the help of missiles from the sea and drones,” — the head of OK South
“The enemy has not used sea-based missiles for a long time, and therefore can prepare a combined attack using #Kalibr and kamikaze drones. A total salvo from ships can reach 16 missiles ,” commented the Ukrainian journalist Natalya #Gumenyuk in the matter",neutral
1663643631750660097,EphraimOkoye93,"I know that he probably said something more palatable after this blunder, but that will not change the fact that he's wrong about America's objective in the Russia-Ukraine war. He's just wrong. @KimIversenShow.",negative
1663590976953237505,SameeraKhan,"RFK Jr. says we are in Ukraine because of our ‘compassion’ and in support of Ukrainians who have been ‘brutalized’ and ‘illegally invaded.’

RFK Jr. isn’t our guy, so let’s stop pretending he is. ",negative
1663642946263044103,dyepkazah,"The Russia-Ukraine war is changing a lot in the world, especially in international trade and politics.

Sweden might just end its 200-year armed neutrality and join NATO.

Nigeria still maintains its ""non-alignment policy."" 

Is that sustainable? 

Has it paid in anyway?",neutral
1663638912533667847,AFP,"US Secretary of State Antony Blinken says ""the time is now"" for Sweden to join NATO, and voiced hope that Turkey's president would overcome his objections

 ",neutral
1663642702460665856,LondonRealTV,"Colonel Douglas Macgregor - The US Government Lied About The Ukraine War
🍿Watch Full Episode: 
💰Crypto &amp; DeFi Academy: 
#douglasmacgregor #ukrainewar #usgovernment #russiaukrainewar #geopolitics #hiddentruth #putin #russia #ukraine ",neutral
1663641484388626433,mo_rawd_ye,"Terrorist attacks will not deter Russia, as America and NATO believe.  On the contrary, it will increase Russia's determination to eliminate the threat.

#Russia || #Ukraine || #UkraineWar || #RussiaUkraineWar ",negative
1663642047776018434,FrankVink,Ukraine war latest: Russia says Ukraine has attacked Moscow with drones; Kyiv 'knows where Putin is in real-time' ,neutral
1663640882648694785,KabalexChild,"The enemy has four goals, - the officer of the Armed Forces of Ukraine said why Russia has stepped up attacks on Ukraine ---#war #UkraineWar 
",negative
1663640846963560450,anika_lilith,"@john_shadberry @iluminatibot For rogue states..
Look @ Russia-Ukraine War ongoing..
Lots of info is suppressed.
You need to dig and think deep.
The WHO says there will be another pandemic bigger.
Looks like another gain of research for fauci and bill gates like COVID 
Time to wake up to the Truth",negative
1663640770665144321,JL_Olmsted,Russia-Ukraine war at a glance: what we know on day 461 of the invasion ,neutral
1663640729669738502,anika_lilith,"@iluminatibot For rogue states..
Look @ Russia-Ukraine War ongoing..
Lots of info is suppressed.
You need to dig and think deep.
The WHO says there will be another pandemic bigger.
Looks like another gain of research for fauci and bill gates like COVID 
Time to wake up to the Truth",negative
1663640376874237960,anika_lilith,"@ChegoMalese @iluminatibot For rogue states..
Look @ Russia-Ukraine War ongoing..
Lots of info is suppressed.
You need to dig and think deep.
The WHO says there will be another pandemic bigger.
Looks like another gain of research for fauci and bill gates like COVID 
Time to wake up to the Truth",negative
1663639964393848834,LQuadarellaSanf,"Analysis: Drone strikes in capital bring #Ukraine war to #Russia

",negative
1663639531164139520,TeresaJ92802548,"@GregHands @Conservatives @CCHQPress Why no complaints about Tory cash donations for honours - Michelle Mone  is a prime example.  Then there are the Russia related donations (£61,000 already this year) even after the start of the Ukraine war.  Report that!",negative
1663638410991480837,abbaleksandr,Opposition sues South Africa government to force Putin arrest | Russia-Ukraine war News | Al Jazeera ,negative
1663638244993429506,abbaleksandr,Photos: Russia launches air raid on Kyiv | Russia-Ukraine war News | Al Jazeera ,neutral
1663638133886287874,AwPierwszy,Russia Ukraine War: Who Was Behind “Terrorist Attack” in Moscow? | Vanta...  via @YouTube,neutral
1663637807733305345,ManuelPers79665,"🐇🕳️ No way to negotiate end to Russia-Ukraine war, Graham says ",negative
1663637663377752066,UkraineDispatch,Ukraine war: Russia accuses Kyiv of drone strikes on Moscow #UkraineRussianWar #UkraineUnderAttack ,negative
1663637300570648577,theluckyman,Business Insider - Moscow hit with drones as Ukraine war comes to Russia  ,neutral
1663637296141447168,ArtVandelay2021,Moscow hit with drones as Ukraine war comes to Russia ,negative
1663636668153311232,fronology,Why Africa Will Not Get Involved In The Russia Ukraine War ,negative
1663636510367678464,edmontonjournal,Ukraine war comes to Russia as Moscow hit by drones in worst raid on capital since world war ,negative
1663636143768842240,InsiderNews,Moscow hit with drones as Ukraine war comes to Russia ,negative
1663636117097152519,AwPierwszy,Ukraine War: Why is Russia attacking Kyiv instead of military targets?  via @YouTube,negative
1663635399892148227,AwPierwszy,Ukraine War: Russia threatens 'harshest possible' response for Moscow dr...  via @YouTube,negative
1663634697459752960,Samstwitch_Sam,LIVE! #ScottRitter Update on Russia/Ukraine War! (Just back from Russia!) ,neutral
1663633775262089219,shuttletvnews,"Russia-Ukraine War: In Millions Of SMS Sent To The Citizens, The Ukrainian Security Service Has Called On Street Camera Owners To Stop Online Broadcasts of Their Footages To Prevent The Russian Forces From Using Them For Geolocation
#shuttletvnews ",neutral
1663633749140029441,tammytabby,"How Biden is being bamboozled by Xi regarding Russia-Ukraine war
By Rebekah Koffler, (@rebekah0132) 
former Intelligence Officer -Aurhor of Putin's Playbook-
",neutral
1663633618827182084,newsinvidsin,"News18 India: Russia Ukraine War: Putin का ‘मिस्ट्रीमैन’ उगलेगा राज़ | Zelenskyy | Moscow | Belarus | Lukashenko

 

#NewsInVids #NewsInVidsIn #NewsInVidsIndia #NewsVideos #NewsInVideos",neutral
1663633490288553986,foxfire117,"@Jim_Jordan DEMOCRATS STILL RUING CONGRESS ALSO.  THE RINO MCCARTHY BILL SUPPORT BIDEN AGENDA TO HOUSE ILLEGALS AND CONTINUE GIVING OUR TAX DOLLARS TO BIDEN, THE UN AND UKRAINE WAR ON RUSSIA.",negative
1663632620779888642,ORFMumbai,"Amid growing concerns in #Europe that #sanctions against #Russia have not had the desired effect so far and no end to the #Ukraine war in sight, #India’s trade ties with Russia will continue to be under the scanner, points out Harsh V Pant ",negative
1663634261990146050,BlogUkraine,"#461dayofwar

⚡Russia’s Wagner Group uses Twitter and Facebook to hunt new recruits - POLITICO

🔗Source:

#UkraineWar #UkraineRussiaWar #StopRussiaNOW #RussiaIsATerroristState #russiaisaterrorisstate ",negative
1663631355245215744,U_Tribune,"russian MP calls for destruction of Ukrainian identity [video in russian]

#russia #Ukraine #war

 ",negative
1663631176983105536,techjunkiejh,What we know about the #Moscow drone attacks - BBC News   #Ukraine #Russia #UkraineWar (video) #ModernWarfare  #EmergingMarkets ,neutral
1663630061273223168,jannikkel6,"Analysis: #Drone #strikes in capital bring #UkraineWar to #Russia


#Moscow",neutral
1663629245334056961,NickLondon999,"@TheChelseaForum The best owner ever!
It's a disgrace how the filthy Tories hounded him out.
He had NOTHING to do with the Russia/Ukraine war.
He is a VICTIM of the conflict and of a miscarriage of justice.",negative
1663629214094852098,InsiderNews,Moscow hit with drones as Ukraine war comes to Russia ,negative
1663628342514286593,NewsMelt,"#BREAKING NOW:  #Ukraine Slams #Russian ""Evil"" After 3 Days Of Terror Attacks On Capital #Kyiv.  RAW CLIP

#UkraineWar #Russia #BreakingNews #trending #UkraineRussianWar #Video #russiaukrainewar ",negative
1663628294015578118,foxfire117,"@SpeakerMcCarthy Sick of Biden housing his illegal migrants while our vet are homeless and hungry.  Sick of Biden and UN and Ukraine war with Russia not one more sent given to Biden for his pet projects.  If the bill does not go directly to the USA people NO BILL FOR THE BIDEN ADMINISTRATION, NO",negative
